"","car_park_no","lat","lon"
"1","ACB",1.30106327208749,103.854118049931
"2","ACM",1.32100429010596,103.885060947615
"3","AH1",1.3282834951094,103.844619889146
"4","AK19",1.36909121614356,103.834984850341
"5","AK31",1.36612042431733,103.846635631616
"6","AK52",1.37243863344224,103.850295697425
"7","AK6",1.37483592945335,103.844853841562
"8","AK83",1.37667820868216,103.863845113107
"9","AK9",1.38359905765514,103.848368086654
"10","AM16",1.37034980121361,103.835718285157
"11","AM18",1.36554001278626,103.844619390219
"12","AM19",1.36888619793395,103.834531023822
"13","AM20",1.36469773293712,103.846088586118
"14","AM22",1.36458829147512,103.847653026353
"15","AM32",1.37053252446107,103.834376815543
"16","AM43",1.36861071867199,103.857303546668
"17","AM46",1.3721783233234,103.853396384416
"18","AM51",1.36991500171885,103.846698516497
"19","AM64",1.37145702029469,103.853098246057
"20","AM79",1.37232822920642,103.851327945649
"21","AM80",1.37064699017156,103.841861490483
"22","AM81",1.37163924205586,103.841947812524
"23","AM96",1.36407414927882,103.850940371229
"24","AR1L",1.30387671852445,103.782631779204
"25","AR1M",1.30284868402082,103.783666774324
"26","AR2L",1.30591323446221,103.781154655174
"27","AR2M",1.30473889283041,103.781674489325
"28","AR5M",1.30734352659319,103.784463330084
"29","AR7L",1.30580772056187,103.785591136571
"30","AR7M",1.30477137726805,103.785192003839
"31","AR9",1.30728436270956,103.783439640596
"32","AV1",1.28558255499231,103.803215264159
"33","AV1K",1.28563749200534,103.804741042579
"34","AV2",1.28491128562143,103.805837442388
"35","A1",1.36671439877569,103.841712811912
"36","A10",1.36863298161408,103.844524015177
"37","A100",1.37798747319494,103.842602544842
"38","A11",1.36703553385711,103.838181096851
"39","A12",1.36850982748189,103.838675313237
"40","A13",1.36800022165129,103.836809611886
"41","A15",1.36696761050684,103.84041745597
"42","A2",1.36623705577412,103.8430463972
"43","A20",1.36494338064154,103.848457091822
"44","A21",1.36812755861891,103.846313224171
"45","A23",1.36733546645361,103.848913340117
"46","A24",1.3647534118811,103.849397652774
"47","A25",1.36276930742851,103.851627489277
"48","A26",1.372770202219,103.835447564147
"49","A27",1.37036305154677,103.838320651541
"50","A28",1.37164992828137,103.837464288149
"51","A29",1.36722625942018,103.848715596645
"52","A30",1.37098974668814,103.842418972199
"53","A30A",1.37021813453773,103.842758605575
"54","A31",1.37045111927825,103.843699944533
"55","A31A",1.37185934032305,103.843658166136
"56","A33",1.37002101134143,103.83469194577
"57","A34",1.36835647321903,103.851667374102
"58","A35",1.36864639260533,103.854081474114
"59","A36",1.36640712809735,103.85527878733
"60","A37",1.36811306848691,103.855556550702
"61","A38",1.36396370580403,103.854588382711
"62","A39",1.36115102165868,103.854072154634
"63","A4",1.36569162058714,103.841192165018
"64","A40",1.36235615053786,103.856982085985
"65","A41",1.3649369353058,103.85693260005
"66","A42",1.36658018162896,103.857363892393
"67","A43",1.36599673554933,103.859267271977
"68","A44",1.36720574327323,103.858990508529
"69","A45",1.37091769306746,103.85523049601
"70","A47",1.37055816705133,103.859246608911
"71","A48",1.37037128145781,103.85465226093
"72","A49",1.37132960595493,103.857797087664
"73","A50",1.37252246424224,103.857609567953
"74","A51",1.36947073929344,103.834375345023
"75","A52",1.37038543265125,103.846922547118
"76","A52L",1.36928063398219,103.84613433584
"77","A53",1.37086502270011,103.846877308583
"78","A54",1.37243435950977,103.845915354586
"79","A55",1.37363853629212,103.846666862503
"80","A56",1.37269867573371,103.847146218183
"81","A57",1.37201961047575,103.846964164671
"82","A58",1.37234700755733,103.847724114309
"83","A59",1.37389622141273,103.858139784101
"84","A60",1.37446449543798,103.855913418751
"85","A61",1.37417044612362,103.852160015472
"86","A63",1.37521713052952,103.849399082007
"87","A64",1.37053486870123,103.853461797452
"88","A65",1.37102915896011,103.859417207625
"89","A66",1.38054493090841,103.835660622978
"90","A67",1.37968632444613,103.837804889389
"91","A68",1.38189761856602,103.839854214827
"92","A69",1.38164145794217,103.841945435749
"93","A7",1.36839248702169,103.841301754389
"94","A70",1.38062064114195,103.840107206764
"95","A71",1.38000909369531,103.840741896718
"96","A72",1.38076096265734,103.843530338174
"97","A73",1.37884818913778,103.840824696696
"98","A74",1.37865168028373,103.843804663727
"99","A75",1.37620217806234,103.838684557747
"100","A76",1.3779771118917,103.838834804976
"101","A77",1.37635314935273,103.839978570299
"102","A78",1.37469471114539,103.838386790934
"103","A8",1.36875607099323,103.843307711467
"104","A81",1.37435555252556,103.836478794681
"105","A82",1.37567492239482,103.836398652723
"106","A83",1.37430755963649,103.860696540911
"107","A85",1.36510737794777,103.84970936856
"108","A86",1.36188489083075,103.85652048735
"109","A87",1.36682635874641,103.857884237373
"110","A88",1.36628071567192,103.84726652679
"111","A89",1.37045918304517,103.839367845908
"112","A9",1.36807436997813,103.844392197806
"113","A90",1.38200068921511,103.841247224571
"114","A94",1.37185982688331,103.838315961401
"115","A95",1.36751862800778,103.847803809281
"116","A98",1.36916431059637,103.831854209648
"117","A99",1.37698525725514,103.837213891969
"118","BA1",1.33365267993549,103.870798394275
"119","BBB",1.29658002772561,103.853663206401
"120","BBM1",1.34643665368638,103.745382274251
"121","BBM2",1.35086707070928,103.749882248379
"122","BBM3",1.34450628322565,103.75991777084
"123","BBM4",1.34555069828431,103.760178963792
"124","BBM5",1.34324288507703,103.757933611524
"125","BBM6",1.34285965211476,103.75505234518
"126","BBM7",1.34735532825893,103.74369552196
"127","BBM8",1.3499692848448,103.748510520704
"128","BBM9",1.36583063528229,103.751771828672
"129","BE10",1.34774103683307,103.853295407985
"130","BE11",1.34977945545382,103.853041355038
"131","BE12",1.35001358431936,103.850963018476
"132","BE13",1.34488554091771,103.851527639209
"133","BE14",1.34705912300086,103.855431690197
"134","BE15",1.34516275849122,103.854838248039
"135","BE16",1.36429947706046,103.835060941426
"136","BE17",1.36300774829777,103.847678464451
"137","BE18",1.35835109065196,103.831086168669
"138","BE19",1.3488553698228,103.8482017597
"139","BE20",1.34889150352476,103.848664813483
"140","BE21",1.34862467472465,103.849040518762
"141","BE22",1.34943659364674,103.849654953116
"142","BE23",1.35009590712064,103.849762913569
"143","BE24",1.35533230982928,103.847482841106
"144","BE25",1.35515436752457,103.848308924927
"145","BE26",1.35589523545262,103.848456699419
"146","BE27",1.35665621354662,103.848631146247
"147","BE28",1.35792578374441,103.848050392203
"148","BE29",1.35745270034741,103.845900851146
"149","BE3",1.36236382033242,103.834406565389
"150","BE3R",1.36316580994124,103.835441888473
"151","BE3T",1.36111902118749,103.831576853849
"152","BE30",1.35746397214867,103.846445329934
"153","BE31",1.35886686380925,103.846095243495
"154","BE32",1.35917101558305,103.846672475151
"155","BE33",1.36017070046769,103.844820061908
"156","BE34",1.3609610362378,103.84362160813
"157","BE35",1.36142068256305,103.843084460069
"158","BE36",1.35749516972048,103.844535382735
"159","BE37",1.35800794122712,103.844420837704
"160","BE38",1.35889863001258,103.844566487678
"161","BE39",1.35919640181431,103.841971337628
"162","BE4",1.34649553739341,103.848377782615
"163","BE40",1.35731117764231,103.842640151363
"164","BE42",1.3555617806229,103.844548146946
"165","BE44",1.35783082203095,103.83163014388
"166","BE45",1.35630834366272,103.843673799586
"167","BE5",1.34617737632749,103.850961063469
"168","BE6",1.34474821410259,103.851883342573
"169","BE7",1.34500469914902,103.853022890772
"170","BE8",1.3444363922391,103.855314807845
"171","BE9",1.34717026150898,103.856182773949
"172","BH1",1.32499136463287,103.842459925825
"173","BH2",1.32604597290732,103.842761303002
"174","BJMP",1.37776642353482,103.773515233385
"175","BJ1",1.37395668012412,103.769323020166
"176","BJ10",1.37893928663085,103.770655166769
"177","BJ11",1.38076368711014,103.771879943564
"178","BJ12",1.38025326281058,103.774488589084
"179","BJ13",1.37700362248509,103.774778801776
"180","BJ14",1.37898693779582,103.773529063422
"181","BJ15",1.3774944817505,103.773781887133
"182","BJ16",1.37750651657188,103.773620310876
"183","BJ17",1.38125023256274,103.768945728134
"184","BJ18",1.38096996999807,103.768111526577
"185","BJ19",1.38403375882411,103.768383898129
"186","BJ2",1.37613503075381,103.766661340276
"187","BJ20",1.38605794718116,103.769781679334
"188","BJ21",1.3859447799989,103.77067200119
"189","BJ22",1.37829370797878,103.773503103872
"190","BJ23",1.37763455117533,103.772951089319
"191","BJ24",1.38326748382288,103.770468267524
"192","BJ25",1.38489913010468,103.771725184279
"193","BJ26",1.38380907430643,103.772699379228
"194","BJ27",1.38264053838856,103.77095043939
"195","BJ28",1.37892483419269,103.765546004073
"196","BJ29",1.38493809213445,103.76768309161
"197","BJ3",1.37731019413801,103.769377342964
"198","BJ30",1.38702928241063,103.768979329077
"199","BJ31",1.38789815086641,103.767518424098
"200","BJ32",1.38655741574932,103.766847641789
"201","BJ33",1.37911950216512,103.772011127144
"202","BJ34",1.38779605990158,103.766490138214
"203","BJ35",1.38702433257437,103.765872161405
"204","BJ36",1.38626289163156,103.765295875923
"205","BJ37",1.38537581014166,103.76466066314
"206","BJ38",1.38513669086984,103.763426646495
"207","BJ39",1.38423179772351,103.7628600693
"208","BJ4",1.3755313767854,103.772257935275
"209","BJ40",1.38282578775268,103.762901649193
"210","BJ41",1.37551205005209,103.765454483908
"211","BJ42",1.37692127795757,103.764286444662
"212","BJ43",1.38172044598217,103.761677612649
"213","BJ44",1.38064894111593,103.764986793479
"214","BJ45",1.37868796139644,103.765008780912
"215","BJ48",1.38718578982729,103.764603025736
"216","BJ49",1.38489746000688,103.761486753403
"217","BJ5",1.37499155318136,103.773077223617
"218","BJ50",1.38818399769861,103.773688922649
"219","BJ51",1.37939840870791,103.763464273128
"220","BJ52",1.37911336132343,103.762637905945
"221","BJ53",1.38980280764188,103.771932069885
"222","BJ54",1.38904780940247,103.773500105459
"223","BJ55",1.38628294474144,103.760776951789
"224","BJ56",1.38589121604701,103.758949835054
"225","BJ57",1.38525120284571,103.760170448377
"226","BJ58",1.38752442976843,103.771272617577
"227","BJ59",1.38986508354378,103.771264158423
"228","BJ6",1.374171406401,103.77440629701
"229","BJ60",1.38829141013945,103.769499855737
"230","BJ61",1.38899731854416,103.767831283588
"231","BJ62",1.38426862537457,103.771396322017
"232","BJ63",1.38131551055787,103.770291143406
"233","BJ65",1.38470415715602,103.758761377061
"234","BJ66",1.38624857618507,103.757702613356
"235","BJ67",1.38734995596946,103.757982903601
"236","BJ68",1.38538172522755,103.76997021493
"237","BJ8",1.37469973082597,103.773595837088
"238","BKE1",1.30781893058318,103.851596339235
"239","BKE2",1.31412809694969,103.855479963784
"240","BKE3",1.31441522983594,103.855800846629
"241","BKE4",1.3144503701412,103.856840971673
"242","BKE7",1.31261295749072,103.855321953109
"243","BKE9",1.30733721264767,103.851463797291
"244","BKRM",1.31727630326976,103.861368095199
"245","BLM",1.31550644016375,103.860958732701
"246","BL10",1.34376184065735,103.711425137944
"247","BL13",1.34469258752037,103.715035197633
"248","BL15",1.34597151975416,103.707562203036
"249","BL17",1.34787124144777,103.707740695355
"250","BL18",1.34654955571257,103.714423827807
"251","BL19",1.34877728099847,103.713345663581
"252","BL20",1.34809825437211,103.708175276842
"253","BL21",1.34925684308189,103.709373754653
"254","BL22",1.34254350597189,103.713749878244
"255","BL23",1.34956058852667,103.711579812048
"256","BL3",1.34687470761309,103.709234555228
"257","BL8",1.34542513353749,103.713390916368
"258","BL8L",1.34622458631134,103.712063805359
"259","BL9",1.34587087048676,103.71071997503
"260","BMVM",1.28462628946923,103.823129189598
"261","BM1",1.28630269584033,103.809571477145
"262","BM10",1.28809599904796,103.81406981707
"263","BM12",1.28767203206825,103.813274872378
"264","BM13",1.28689820439679,103.812191806644
"265","BM14",1.28904073661503,103.80884793933
"266","BM19",1.28571244802543,103.818702648533
"267","BM2",1.2868507679835,103.809953072261
"268","BM20",1.28524729551706,103.818760208046
"269","BM21",1.2851962650167,103.818008882618
"270","BM25",1.28573294165551,103.816761172217
"271","BM26",1.28729154258428,103.807426768732
"272","BM27",1.28405956989944,103.814782957824
"273","BM28",1.2839993312076,103.81582316671
"274","BM29",1.28363470609251,103.8170992126
"275","BM3",1.28770776626902,103.811527769469
"276","BM30",1.28323433325652,103.816733442325
"277","BM31",1.28244913006554,103.816575026007
"278","BM33",1.28274787270933,103.818651052416
"279","BM34",1.28502532873147,103.816643436628
"280","BM35",1.28438744789989,103.817976425901
"281","BM36",1.28280582151779,103.817857997121
"282","BM4",1.28766728424873,103.80895514474
"283","BM5",1.28843155606342,103.807619501422
"284","BM6",1.28953339055007,103.813764499017
"285","BM9",1.28909799857285,103.814358018406
"286","BP1",1.27279494600191,103.824870046386
"287","BP2",1.27409169127108,103.827004328282
"288","BRBL",1.30659689422405,103.850707491003
"289","BRB1",1.30606674923535,103.850585978632
"290","BRM",1.32074720245893,103.86617287009
"291","BRM1",1.32648548770427,103.856728963114
"292","BRM2",1.3259740602921,103.857683891406
"293","BRM3",1.32152779537526,103.854656300793
"294","BRM4",1.32273032442989,103.856074033682
"295","BRM5",1.32754382777062,103.859485855902
"296","BRM6",1.32778311379668,103.861193389366
"297","BRM7",1.32437389737224,103.855402032964
"298","BR10",1.32301853949917,103.854504305275
"299","BR11",1.32626183868431,103.858964377234
"300","BR12",1.32721507960026,103.857718270558
"301","BR14",1.32595565072479,103.8599834783
"302","BR18",1.32626982487387,103.855749742647
"303","BR21",1.3272593623162,103.856640716141
"304","BR22",1.32834641915005,103.857592887386
"305","BR4",1.32357725963978,103.855421378064
"306","BR5",1.32490897064426,103.858190639299
"307","BR6",1.32303882528804,103.853535763071
"308","BR8",1.32516001102033,103.854558341809
"309","BR9",1.31896256962333,103.850743087122
"310","BTM",1.2867839238665,103.833289747836
"311","BTM2",1.28696308219404,103.829641012372
"312","BTM3",1.28631121985493,103.82869825505
"313","BVM2",1.28349280288791,103.823375662497
"314","BWM",1.28692802563425,103.806701385292
"315","B10",1.32902833089494,103.93370774409
"316","B11",1.32834200532456,103.930396179923
"317","B12",1.32759836868302,103.927878519613
"318","B13",1.32965321685371,103.929763771966
"319","B14",1.32915909292624,103.931445094945
"320","B16",1.32350111787562,103.940559491924
"321","B17",1.32421773800636,103.941857161266
"322","B18",1.32300089965717,103.942896550141
"323","B19",1.32192454600515,103.940960967934
"324","B20",1.31979971448027,103.943420377089
"325","B21",1.32817796290961,103.941046487191
"326","B23M",1.33068775788362,103.940643370568
"327","B24",1.33264716030701,103.938294622262
"328","B24A",1.33126310322328,103.93961602851
"329","B25",1.3329691187717,103.94049034285
"330","B26",1.3343079867729,103.940340587255
"331","B27",1.33411774698927,103.938038135209
"332","B28",1.33254478953244,103.935571078293
"333","B30",1.32994283465695,103.938753433675
"334","B31",1.32850123419672,103.938850199785
"335","B32",1.32741066945513,103.936757479504
"336","B33",1.32724085840242,103.935800164562
"337","B34",1.32831229435955,103.935673430839
"338","B35",1.32905809720399,103.935176202663
"339","B40",1.33254994763877,103.932770145165
"340","B41",1.33255491802081,103.931492866046
"341","B42",1.33245179138242,103.930821156824
"342","B43",1.33110518654351,103.927603397773
"343","B44",1.33397125144351,103.927508774672
"344","B44A",1.33441539317705,103.929854128085
"345","B44B",1.33230140493968,103.922911005356
"346","B45",1.3316799840249,103.925428998801
"347","B46",1.33132122440174,103.924181951894
"348","B47",1.33089591532676,103.922247839024
"349","B48",1.33009592773121,103.923421228438
"350","B49",1.33218576654184,103.926668207172
"351","B50",1.33044709072511,103.913066561269
"352","B50A",1.33151257757753,103.912735169613
"353","B50B",1.33163708215433,103.911952506619
"354","B51",1.33214650008818,103.916396242413
"355","B52",1.33390918003002,103.91789418746
"356","B53",1.33425148909204,103.915177235275
"357","B54",1.33336374406705,103.915203736712
"358","B57",1.33584339449304,103.919019270987
"359","B59",1.33745918527548,103.925953420397
"360","B6",1.32633049648282,103.930339539373
"361","B6M",1.32517329587692,103.930886746172
"362","B6T",1.32371670117556,103.932563566326
"363","B60",1.33719422176863,103.929056697019
"364","B63",1.33815372697679,103.922616463344
"365","B65",1.3200329104339,103.945659287523
"366","B66",1.33054815487274,103.904339563206
"367","B67",1.33201577208614,103.906394759454
"368","B68",1.3225048596874,103.936922029979
"369","B69",1.33342618363755,103.941970736194
"370","B7",1.32513123973324,103.931921731626
"371","B7A",1.32713169234542,103.934036959509
"372","B7B",1.32652150175342,103.934840004069
"373","B70",1.32628984534614,103.927995519062
"374","B71",1.32429388910779,103.924300368982
"375","B72",1.33437705959754,103.907389773807
"376","B73",1.33249226785226,103.906967246152
"377","B74",1.33284685312311,103.909055262719
"378","B75",1.33303810249595,103.917526157776
"379","B76",1.33589956430034,103.934418957404
"380","B77",1.33569101231796,103.936333675463
"381","B78",1.33560888479941,103.938383759657
"382","B79",1.33677615545002,103.937406609969
"383","B8",1.32588149637945,103.928276233077
"384","B80",1.33826830415619,103.923360600804
"385","B81",1.32321112398477,103.934942552253
"386","B82",1.33386404129158,103.930414877334
"387","B83",1.32646901354951,103.922271294732
"388","B84",1.32622610951431,103.934204757316
"389","B85",1.3260802458198,103.941357842004
"390","B86",1.33072026322774,103.935569332707
"391","B87",1.32054067377908,103.936197348202
"392","B88",1.32225093211688,103.938324024787
"393","B89",1.33095917888919,103.937265461444
"394","B9",1.33017270858265,103.933815179244
"395","B90",1.3225206224681,103.939648815533
"396","B91",1.33279732392796,103.914252333368
"397","B92",1.32169739418449,103.933935095136
"398","B93",1.32042179086897,103.934175615557
"399","B94",1.33226016581532,103.929357438698
"400","B94A",1.33130362773806,103.929179189478
"401","B95",1.32551298026985,103.935082729463
"402","B96",1.32496629034656,103.932951608324
"403","B97",1.3361557898964,103.923508078556
"404","B98",1.33607941949204,103.92191686099
"405","B99M",1.32748807507333,103.922761343933
"406","CAM",1.30182105743131,103.798205658094
"407","CCKC",1.38507536269947,103.74574719529
"408","CCM",1.30366087884525,103.799797326245
"409","CC1",1.32662127065844,103.922911429628
"410","CC10",1.32868573161472,103.925576815854
"411","CC11",1.32909586074477,103.921634031442
"412","CC12",1.32676609356985,103.924925546873
"413","CC4",1.32576153824278,103.921387530793
"414","CC5",1.3248224611391,103.923400674582
"415","CC6",1.32351381402203,103.923564612241
"416","CC7",1.32524620545283,103.925687349719
"417","CC8",1.32689548824242,103.919441172637
"418","CC9",1.32772011619967,103.925995094557
"419","CDM",1.30163640936241,103.796791387904
"420","CKM1",1.38359635561229,103.740824780821
"421","CKM2",1.39838483781004,103.74674494947
"422","CKM3",1.38118741809314,103.736641530642
"423","CKM4",1.37863794561537,103.737929659825
"424","CKM5",1.379310300757,103.735695743772
"425","CKM6",1.37753541473403,103.735747604359
"426","CKM7",1.37597355992316,103.7370709373
"427","CKM8",1.37504997521881,103.73836209062
"428","CKM9",1.37736519160234,103.743296588946
"429","CKT1",1.38031508592098,103.738584385895
"430","CK1",1.37747434731214,103.753966519044
"431","CK10",1.38050475322052,103.745434865984
"432","CK11",1.37873382347566,103.741868946579
"433","CK12",1.38128611662468,103.741815708345
"434","CK13",1.38291672354162,103.742040596766
"435","CK14",1.38014102336009,103.742528739317
"436","CK15",1.37842620970632,103.74091199128
"437","CK16",1.37962891057335,103.739221072542
"438","CK17",1.3820730449414,103.740691022393
"439","CK18",1.38099842260868,103.750623144067
"440","CK19",1.38048281912978,103.751330647374
"441","CK2",1.37925278068049,103.751371651842
"442","CK20",1.38338296474863,103.740133654296
"443","CK21",1.38453064663447,103.743820118314
"444","CK22",1.38384387700935,103.745942967992
"445","CK23",1.38414435119935,103.741506854054
"446","CK24",1.38332616301207,103.743309854137
"447","CK25",1.38228999830792,103.743743795647
"448","CK26",1.38462379016476,103.742955840427
"449","CK28",1.3800848001568,103.744171692474
"450","CK29",1.37974571233705,103.744110776461
"451","CK3",1.3786059243998,103.7500624787
"452","CK3A",1.37949253030326,103.749980341676
"453","CK30",1.37902887669667,103.74538107498
"454","CK31",1.37875023314904,103.744938407895
"455","CK32",1.37739477503584,103.743962690334
"456","CK33",1.38869768587925,103.742951354776
"457","CK34",1.38857724580347,103.741097048423
"458","CK35",1.39032696938279,103.742397276147
"459","CK36",1.39228590223088,103.74108732654
"460","CK37",1.39405299528609,103.742229847756
"461","CK38",1.39301793839083,103.744825813665
"462","CK39",1.39614725324911,103.744277802494
"463","CK4",1.38014370343272,103.751662437412
"464","CK4A",1.38116517588396,103.752200460392
"465","CK40",1.39538076213543,103.746147353486
"466","CK41",1.39095741996976,103.746457009456
"467","CK42",1.39276904206261,103.746730358862
"468","CK44",1.39258883506481,103.749136737306
"469","CK45",1.39451794097482,103.749966835991
"470","CK46",1.39526631034354,103.749532106803
"471","CK47",1.39523945037119,103.747699422783
"472","CK48",1.39737452229979,103.745221833723
"473","CK49",1.39874472977906,103.743534979649
"474","CK5",1.38017962306698,103.752720024643
"475","CK50",1.40041195690394,103.743784940046
"476","CK51",1.39964218927207,103.747581316543
"477","CK52",1.40065903012873,103.750236357297
"478","CK53",1.40155438849801,103.750186309811
"479","CK54",1.39813684066122,103.749116700295
"480","CK55",1.3971123380651,103.748508995926
"481","CK56",1.40119604658902,103.746670713406
"482","CK57",1.40223935360943,103.74832374074
"483","CK58",1.40188001041078,103.744879077826
"484","CK59",1.37681191740049,103.742038134687
"485","CK6",1.38073269776225,103.75310558123
"486","CK6A",1.38103539194019,103.75313692681
"487","CK60",1.40429443397874,103.745873826471
"488","CK61",1.40408941986099,103.748917565864
"489","CK62",1.40383948632484,103.749889943228
"490","CK63",1.40286350152128,103.750884316164
"491","CK64",1.39976283413898,103.75130299875
"492","CK65",1.39201946089182,103.744035897855
"493","CK66",1.39397131390054,103.745536231876
"494","CK7",1.38028225945617,103.751960499351
"495","CK70",1.37693325727702,103.738146490105
"496","CK71",1.37668780291728,103.738680846275
"497","CK72",1.37555881252417,103.740930494573
"498","CK73",1.37528291892969,103.743412792998
"499","CK74",1.37329719134091,103.743238498751
"500","CK75",1.37498244130186,103.744534225576
"501","CK76",1.37404045168071,103.746206737981
"502","CK77",1.37655723164178,103.746713680249
"503","CK78",1.37698774822612,103.749399425536
"504","CK8",1.38208607931357,103.747105661127
"505","CK8A",1.38121860673947,103.748978599287
"506","CK9",1.38149597378861,103.744917810056
"507","CK9A",1.37998858619266,103.74750330142
"508","CLM",1.29248301199208,103.814400630046
"509","CLRG",1.31904941179272,103.76398569522
"510","CLTR",1.31935999958591,103.765132832866
"511","CM1",1.27445807410158,103.83921657284
"512","CR1",1.30327083630095,103.863307722528
"513","CR1A",1.30369835708322,103.864958513285
"514","CR1B",1.30403607430399,103.865358707559
"515","CR2",1.30468354035789,103.865658220172
"516","CR29",1.30578378262145,103.85679325982
"517","CR3",1.30506865379077,103.864324795307
"518","CR30",1.30760017872999,103.854941024047
"519","CR31",1.30624974548364,103.854698193613
"520","CR4",1.30435203072103,103.863437208667
"521","CR5",1.30323592683919,103.86223821601
"522","CR6",1.30552432796977,103.863352720563
"523","CR7",1.3055058809529,103.862339328431
"524","CSM",1.28743807416102,103.841165206315
"525","CTM1",1.31474466503457,103.764072923184
"526","CVBK",1.31651643285494,103.861027597963
"527","CV1",1.38832916282799,103.988178003273
"528","CV2",1.38990248276678,103.987988947651
"529","CV3",1.3899831182202,103.986486857746
"530","CV4",1.39017109967947,103.988454110521
"531","CY",1.30062602811305,103.853664871383
"532","C10",1.31846320732282,103.768962945216
"533","C11",1.31589498981238,103.766141636674
"534","C12",1.32178984437935,103.766106072935
"535","C13M",1.32056337141105,103.766179840158
